sample	to_germline	to_tumor	to_case	to_all
2468-CRC0124LMX0B03006TUMD01000-017-H9	{CRC0124NLH0000000000D01000-05-H7:3 CRC0124NLH0000000000D01000-020-E5:3 }	{CRC0124LMX0B03006TUMD01000-017-H9:0 CRC0124LMX0B08003TUMD01000-030-G5:0 }	{CRC0124LMX0B03006TUMD01000-017-H9:0 CRC0124LMX0B08003TUMD01000-030-G5:0 }	
2469-CRC0180LMX0A03002TUMD01000-017-H10	{CRC0611NMH0000000000D01000-028-G3:2 }	{CRC0180LMX0A03003TUMD01000-017-G10:0 CRC0180LMX0A01001TUMD01000-06-G3:0 CRC0180LMX0A03002TUMD01000-017-H10:0 CRC0180LMX0A02004TUMD01000-011-B5:0 }	{CRC0180LMX0A03003TUMD01000-017-G10:0 CRC0180LMX0A01001TUMD01000-06-G3:0 CRC0180LMX0A02004TUMD01000-011-B5:0 CRC0180LMX0A03002TUMD01000-017-H10:0 }	
2470-CRC0184LMX0B03003TUMD01000-017-H11	{CRC0184NLH0000000000D01000-04-A5:1 }	{CRC0184LMX0A02004TUMD01000-011-C5:0 CRC0184LMX0B01001TUMD01000-08-G12:0 CRC0184LMX0A01001TUMD01000-07-G12:0 CRC0184LMX0B03003TUMD01000-017-H11:0 CRC0184LMX0B02004TUMD01000-011-D5:0 CRC0184LMH0000000000D01000-02-A5:0 }	{CRC0184LMX0A02004TUMD01000-011-C5:0 CRC0184LMX0B01001TUMD01000-08-G12:0 CRC0184LMX0A01001TUMD01000-07-G12:0 CRC0184LMX0B03003TUMD01000-017-H11:0 CRC0184LMX0B02004TUMD01000-011-D5:0 CRC0184LMH0000000000D01000-02-A5:0 }	
2471-CRC0058NLH0000000000D01000-021-A1	{CRC0058NLH0000000000D01000-05-B7:0 CRC0058NLH0000000000D01000-021-A1:0 }	{CRC0058LMX0B03005TUMD01000-026-F8:2 CRC0562LMH0000000000D01000-031-G1:2 CRC0066LMH0000000000D01000-05-E1:2 CRC0058LMX0B01001TUMD01000-08-H1:2 CRC0058LMX0A01001TUMD01000-07-H1:2 CRC0058LMX0B02004TUMD01000-09-E11:2 }	{CRC0058NLH0000000000D01000-05-B7:0 CRC0058NLH0000000000D01000-021-A1:0 }	
2472-CRC0058LMX0A01201TUMD01000-021-A2	{CRC0053NLH0000000000D01000-03-D1:3 CRC0058NLH0000000000D01000-05-B7:3 CRC0562NLH0000000000D01000-031-H1:3 CRC0464NLH0000000000D01000-018-G11:3 CRC0058NLH0000000000D01000-021-A1:3 }	{CRC0058LMX0B01001TUMD01000-013-E6:0 CRC0058LMX0B02004TUMD01000-012-C8:0 CRC0109LMX0A02001TUMD01000-013-E9:0 CRC0058LMX0A01201TUMD01000-021-A2:0 CRC0058LMX0B02004TUMD01000-012-D8:0 CRC0058LMX0B05009TUMD01000-033-G9:0 CRC0058LMX0A02004TUMD01000-09-D11:0 }	{CRC0058LMX0B01001TUMD01000-013-E6:0 CRC0058LMX0B02004TUMD01000-012-C8:0 CRC0058LMX0A01201TUMD01000-021-A2:0 CRC0058LMX0B02004TUMD01000-012-D8:0 CRC0058LMX0B05009TUMD01000-033-G9:0 CRC0058LMX0A02004TUMD01000-09-D11:0 }	
2473-CRC0059NLH0000000000D01000-021-A3	{CRC0059NLH0000000000D01000-021-A3:0 CRC0059NLH0000000000D01000-012-B11:0 CRC0059NLH0000000000D01000-03-F2:0 }	{CRC0059LMX0A06006TUMD01000-012-H10:1 CRC0137LMX0A06008TUMD01000-034-A2:1 CRC0137LMX0A06020TUMD01000-034-H1:1 CRC0059LMH0000000000D01000-012-C11:1 CRC0059LMX0A07223TUMD01000-029-D10:1 CRC0059LMX0A01201TUMD01000-021-A4:1 CRC0059LMX0B02004TUMD01000-09-F2:1 CRC0059LMX0A06007TUMD01000-012-A11:1 CRC0137LMX0A05201TUMD01000-029-B10:1 CRC0059LMX0B01001TUMD01000-08-A2:1 CRC0059LMX0A01001TUMD01000-07-A2:1 CRC0059LMH0000000000D01000-01-F2:1 CRC0137LMX0A05215TUMD01000-034-E5:1 CRC0137LMX0A05211TUMD01000-034-D5:1 CRC0137LMX0A03011TUMD01000-014-A8:1 CRC0059LMX0A02004TUMD01000-09-E2:1 }	{CRC0059NLH0000000000D01000-021-A3:0 CRC0059NLH0000000000D01000-012-B11:0 CRC0059NLH0000000000D01000-03-F2:0 }	
2474-CRC0059LMX0A01201TUMD01000-021-A4	{CRC0059NLH0000000000D01000-021-A3:1 CRC0059NLH0000000000D01000-012-B11:1 CRC0059NLH0000000000D01000-03-F2:1 }	{CRC0059LMX0A06006TUMD01000-012-H10:0 CRC0137LMX0A06008TUMD01000-034-A2:0 CRC0137LMX0A06020TUMD01000-034-H1:0 CRC0059LMH0000000000D01000-012-C11:0 CRC0059LMX0A07223TUMD01000-029-D10:0 CRC0059LMX0A01201TUMD01000-021-A4:0 CRC0059LMX0B02004TUMD01000-09-F2:0 CRC0059LMX0A06007TUMD01000-012-A11:0 CRC0137LMX0A05201TUMD01000-029-B10:0 CRC0059LMX0B01001TUMD01000-08-A2:0 CRC0059LMX0A01001TUMD01000-07-A2:0 CRC0059LMH0000000000D01000-01-F2:0 CRC0137LMX0A05215TUMD01000-034-E5:0 CRC0137LMX0A05211TUMD01000-034-D5:0 CRC0137LMX0A03011TUMD01000-014-A8:0 CRC0059LMX0A02004TUMD01000-09-E2:0 }	{CRC0059LMX0A06006TUMD01000-012-H10:0 CRC0059LMH0000000000D01000-012-C11:0 CRC0059LMX0A07223TUMD01000-029-D10:0 CRC0059LMX0A01201TUMD01000-021-A4:0 CRC0059LMX0B02004TUMD01000-09-F2:0 CRC0059LMX0A06007TUMD01000-012-A11:0 CRC0059LMX0B01001TUMD01000-08-A2:0 CRC0059LMX0A01001TUMD01000-07-A2:0 CRC0059LMH0000000000D01000-01-F2:0 CRC0059LMX0A02004TUMD01000-09-E2:0 }	
2475-CRC0061NLH0000000000D03000-021-A5	{CRC0061NLH0000000000D01000-03-H2:0 CRC0061NLH0000000000D03000-021-A5:0 }	{CRC0167LMX0A04007TUMD01000-029-A12:2 CRC0167LMX0A03004TUMD01000-017-D6:2 CRC0167LMX0A04018TUMD01000-029-D12:2 CRC0167LMX0A04029TUMD01000-029-B12:2 CRC0167LMX0A04031TUMD01000-029-H11:2 CRC0167LMX0A03001TUMD01000-017-C6:2 }	{CRC0061NLH0000000000D01000-03-H2:0 CRC0061NLH0000000000D03000-021-A5:0 }	
2476-CRC0061LMX0A01201TUMD01000-021-A6	{CRC0467NLH0000000000D01000-018-D12:4 }	{CRC0061LMX0A01001TUMD01000-07-C2:0 CRC0061LMX0A01201TUMD01000-021-A6:0 CRC0061LMX0A02004TUMD01000-09-B3:0 CRC0061LMX0B03001TUMD01000-017-A2:0 }	{CRC0061LMX0A01001TUMD01000-07-C2:0 CRC0061LMX0A01201TUMD01000-021-A6:0 CRC0061LMX0A02004TUMD01000-09-B3:0 CRC0061LMX0B03001TUMD01000-017-A2:0 }	
2477-CRC0062NLH0000000000D02000-021-A7	{CRC0062NLH0000000000D02000-021-A7:0 CRC0062NLH0000000000D01000-03-A3:0 }	{CRC0062LMH0000000000D01000-01-A3:0 }	{CRC0062LMH0000000000D01000-01-A3:0 CRC0062NLH0000000000D02000-021-A7:0 CRC0062NLH0000000000D01000-03-A3:0 }	
2478-CRC0062LMX0A01201TUMD01000-021-A8	{CRC0062NLH0000000000D02000-021-A7:4 CRC0062NLH0000000000D01000-03-A3:4 }	{CRC0062LMX0B05024TUMD01000-026-A4:0 CRC0062LMX0B02004TUMD01000-09-E3:0 CRC0062LMX0B05032TUMD01000-026-A10:0 CRC0062LMX0B05012TUMD01000-026-B4:0 CRC0062LMX0A01201TUMD01000-021-A8:0 CRC0062LMX0B04001TUMD01000-027-B9:0 CRC0062LMX0B03002TUMD01000-017-G3:0 CRC0062LMX0B05006TUMD01000-026-H3:0 CRC0062LMX0B01001TUMD01000-08-D2:0 CRC0062LMX0A01001TUMD01000-07-D2:0 CRC0062LMX0A02004TUMD01000-09-D3:0 CRC0062LMX0B05014TUMD01000-026-H9:0 CRC0062LMX0B03019TUMD01000-017-E3:0 CRC0062LMX0B04011TUMD01000-027-C9:0 }	{CRC0062LMX0B02004TUMD01000-09-E3:0 CRC0062LMX0B05024TUMD01000-026-A4:0 CRC0062LMX0B05032TUMD01000-026-A10:0 CRC0062LMX0B05012TUMD01000-026-B4:0 CRC0062LMX0A01201TUMD01000-021-A8:0 CRC0062LMX0B04001TUMD01000-027-B9:0 CRC0062LMX0B03002TUMD01000-017-G3:0 CRC0062LMX0B05006TUMD01000-026-H3:0 CRC0062LMX0B01001TUMD01000-08-D2:0 CRC0062LMX0A01001TUMD01000-07-D2:0 CRC0062LMX0B05014TUMD01000-026-H9:0 CRC0062LMX0A02004TUMD01000-09-D3:0 CRC0062LMX0B03019TUMD01000-017-E3:0 CRC0062LMX0B04011TUMD01000-027-C9:0 }	
2479-CRC0399NLH0000000000D01000-021-A9	{CRC0399NLH0000000000D01000-014-E10:0 CRC0399NLH0000000000D01000-021-A9:0 }	{CRC0399LMH0000000000D01000-014-D10:2 CRC0460PRX0B01001TUMD01000-022-C2:2 CRC0460PRH0000000000D01000-018-E8:2 }	{CRC0399NLH0000000000D01000-014-E10:0 CRC0399NLH0000000000D01000-021-A9:0 }	
2480-CRC0399LMX0A01001000D01000-021-A10	{CRC0399NLH0000000000D01000-014-E10:3 CRC0399NLH0000000000D01000-021-A9:3 }	{CRC0399LMX0A03010TUMD01000-025-A8:0 CRC0399LMX0B03005TUMD01000-025-D8:0 CRC0399LMX0B02004TUMD01000-018-C9:0 CRC0399LMX0B01001TUMD01000-016-F6:0 CRC0399LMX0A01001000D01000-021-A10:0 CRC0399LMX0A03001TUMD01000-025-B8:0 CRC0399LMX0B03001TUMD01000-025-E8:0 CRC0399LMX0A02004TUMD01000-025-H7:0 CRC0399LMX0A01001TUMD01000-016-G11:0 CRC0399LMX0B03010TUMD01000-025-C8:0 }	{CRC0399LMX0A03010TUMD01000-025-A8:0 CRC0399LMX0B03005TUMD01000-025-D8:0 CRC0399LMX0B02004TUMD01000-018-C9:0 CRC0399LMX0B01001TUMD01000-016-F6:0 CRC0399LMX0A01001000D01000-021-A10:0 CRC0399LMX0A03001TUMD01000-025-B8:0 CRC0399LMX0B03001TUMD01000-025-E8:0 CRC0399LMX0A02004TUMD01000-025-H7:0 CRC0399LMX0A01001TUMD01000-016-G11:0 CRC0399LMX0B03010TUMD01000-025-C8:0 }	
2481-CRC0067NLH0000000000D01000-021-A11	{CRC0067NLH0000000000D01000-021-A11:0 CRC0067NLH0000000000D01000-03-B4:0 }	{CRC0067LMH0000000000D01000-01-B4:0 }	{CRC0067NLH0000000000D01000-021-A11:0 CRC0067NLH0000000000D01000-03-B4:0 CRC0067LMH0000000000D01000-01-B4:0 }	
2482-CRC0067LMX0B01201TUMD01000-021-A12	{CRC0067NLH0000000000D01000-021-A11:3 CRC0067NLH0000000000D01000-03-B4:3 }	{CRC0067LMX0B04024TUMD01000-026-D3:0 CRC0067LMX0B04001TUMD01000-027-G3:0 CRC0067LMX0B04035TUMD01000-026-E3:0 CRC0067LMX0B04016TUMD01000-026-H1:0 CRC0067LMX0B01201TUMD01000-021-A12:0 CRC0067LMX0B02004TUMD01000-010-G2:0 CRC0067LMX0B01001TUMD01000-06-D8:0 CRC0067LMX0B03012TUMD01000-025-F4:0 CRC0067LMX0B03009TUMD01000-025-F5:0 }	{CRC0067LMX0B04024TUMD01000-026-D3:0 CRC0067LMX0B04001TUMD01000-027-G3:0 CRC0067LMX0B04035TUMD01000-026-E3:0 CRC0067LMX0B04016TUMD01000-026-H1:0 CRC0067LMX0B01201TUMD01000-021-A12:0 CRC0067LMX0B02004TUMD01000-010-G2:0 CRC0067LMX0B01001TUMD01000-06-D8:0 CRC0067LMX0B03012TUMD01000-025-F4:0 CRC0067LMX0B03009TUMD01000-025-F5:0 }	
2483-CRC0102NLH0000000000D02000-021-B1	{CRC0102NLH0000000000D02000-021-B1:0 CRC0102NLH0000000000D01000-03-F8:0 }	{CRC0102LMH0000000000D01000-01-F8:1 }	{CRC0102NLH0000000000D02000-021-B1:0 CRC0102NLH0000000000D01000-03-F8:0 }	
2484-CRC0102LMX0B01201TUMD01000-021-B2	{CRC0014NLH0000000000D01000-020-A1:2 CRC0014NLH0000000000D01000-03-E1:2 }	{CRC0069LMX0B02004TUMD01000-09-E4:0 CRC0102LMX0B01001TUMD01000-06-B9:0 CRC0102LMX0B03011TUMD01000-030-G9:0 CRC0069LMX0A01001TUMD01000-07-C3:0 CRC0102LMX0B01201TUMD01000-021-B2:0 CRC0102LMX0B03012TUMD01000-030-H9:0 CRC0069LMX0B01001TUMD01000-08-C3:0 CRC0102LMX0B02004TUMD01000-09-G5:0 CRC0069LMH0000000000D01000-01-D4:0 CRC0069LMX0A02004TUMD01000-09-D4:0 }	{CRC0102LMX0B03011TUMD01000-030-G9:0 CRC0102LMX0B02004TUMD01000-09-G5:0 CRC0102LMX0B01201TUMD01000-021-B2:0 CRC0102LMX0B01001TUMD01000-06-B9:0 CRC0102LMX0B03012TUMD01000-030-H9:0 }	
2485-CRC0103NLH0000000000D01000-021-B3	{CRC0103NLH0000000000D01000-03-G8:0 CRC0103NLH0000000000D01000-021-B3:0 }	{CRC0103LMH0000000000D01000-01-G8:2 }	{CRC0103NLH0000000000D01000-03-G8:0 CRC0103NLH0000000000D01000-021-B3:0 }	
2486-CRC0103LMX0B01201TUMD01000-021-B4	{CRC0476NMH0000000000D01000-023-B12:3 CRC0103NLH0000000000D01000-03-G8:3 CRC0103NLH0000000000D01000-021-B3:3 CRC0625NLH0000000000D01000-028-D7:3 }	{CRC0103LMX0B02202TUMD01000-028-F12:0 CRC0103LMX0B09006TUMD01000-034-F6:0 CRC0103LMX0B07024TUMD01000-026-G2:0 CRC0103LMX0B06009TUMD01000-027-G6:0 CRC0103LMX0B09001TUMD01000-034-D6:0 CRC0103LMX0B02004TUMD01000-010-A7:0 CRC0103LMX0B04230TUMD01000-028-G12:0 CRC0103LMX0B03001TUMD01000-014-B6:0 CRC0103LMX0B01001TUMD01000-06-C9:0 CRC0103LMX0B07039TUMD01000-026-H2:0 CRC0103LMX0B06015TUMD01000-027-H6:0 CRC0103LMX0B01201TUMD01000-021-B4:0 CRC0103LMX0B03004TUMD01000-014-C6:0 CRC0103LMX0B09004TUMD01000-034-E6:0 CRC0103LMX0B04012TUMD01000-012-E9:0 CRC0103LMX0B08064TUMD01000-032-D3:0 CRC0103LMX0B08055TUMD01000-034-C6:0 }	{CRC0103LMX0B02202TUMD01000-028-F12:0 CRC0103LMX0B09006TUMD01000-034-F6:0 CRC0103LMX0B07024TUMD01000-026-G2:0 CRC0103LMX0B03004TUMD01000-014-C6:0 CRC0103LMX0B09001TUMD01000-034-D6:0 CRC0103LMX0B02004TUMD01000-010-A7:0 CRC0103LMX0B06015TUMD01000-027-H6:0 CRC0103LMX0B04230TUMD01000-028-G12:0 CRC0103LMX0B08064TUMD01000-032-D3:0 CRC0103LMX0B01001TUMD01000-06-C9:0 CRC0103LMX0B07039TUMD01000-026-H2:0 CRC0103LMX0B09004TUMD01000-034-E6:0 CRC0103LMX0B01201TUMD01000-021-B4:0 CRC0103LMX0B06009TUMD01000-027-G6:0 CRC0103LMX0B04012TUMD01000-012-E9:0 CRC0103LMX0B03001TUMD01000-014-B6:0 CRC0103LMX0B08055TUMD01000-034-C6:0 }	
2487-CRC0106NLH0000000000D01000-021-B5	{CRC0106NLH0000000000D01000-03-C5:0 CRC0106NLH0000000000D01000-021-B5:0 }	{CRC0106LMX0B05009TUMD01000-027-A6:0 CRC0106LMX0B03004TUMD01000-016-C2:0 CRC0106LMX0B04001TUMD01000-027-D5:0 CRC0106LMX0B05022TUMD01000-027-G5:0 CRC0106LMX0B02004TUMD01000-010-A4:0 CRC0106LMX0B07001TUMD01000-029-B5:0 CRC0106LMX0B05027TUMD01000-027-B6:0 CRC0021LMX0A02004TUMD01000-09-F9:0 CRC0106LMX0B04012TUMD01000-027-E5:0 CRC0106LMH0000000000D01000-01-C5:0 CRC0106LMX0B05042TUMD01000-027-H5:0 CRC0106LMX0B01201TUMD01000-021-B6:0 CRC0106LMX0B01001TUMD01000-06-F8:0 CRC0021LMX0A01001TUMD01000-07-G3:0 CRC0580LMH0000000000D01000-031-F8:0 CRC0106LMX0B04008TUMD01000-027-F5:0 CRC0489LMH0000000000D05000-031-B7:0 CRC0106LMX0B06001TUMD01000-029-A5:0 }	{CRC0106LMX0B05009TUMD01000-027-A6:0 CRC0106LMX0B03004TUMD01000-016-C2:0 CRC0106LMX0B04001TUMD01000-027-D5:0 CRC0106LMX0B05022TUMD01000-027-G5:0 CRC0106LMX0B02004TUMD01000-010-A4:0 CRC0106LMX0B07001TUMD01000-029-B5:0 CRC0106LMX0B05027TUMD01000-027-B6:0 CRC0106LMX0B04012TUMD01000-027-E5:0 CRC0106NLH0000000000D01000-03-C5:0 CRC0106LMH0000000000D01000-01-C5:0 CRC0106LMX0B01001TUMD01000-06-F8:0 CRC0106NLH0000000000D01000-021-B5:0 CRC0106LMX0B01201TUMD01000-021-B6:0 CRC0106LMX0B05042TUMD01000-027-H5:0 CRC0106LMX0B04008TUMD01000-027-F5:0 CRC0106LMX0B06001TUMD01000-029-A5:0 }	
2488-CRC0106LMX0B01201TUMD01000-021-B6	{CRC0106NLH0000000000D01000-03-C5:0 CRC0106NLH0000000000D01000-021-B5:0 }	{CRC0106LMX0B05009TUMD01000-027-A6:0 CRC0106LMX0B03004TUMD01000-016-C2:0 CRC0106LMX0B04001TUMD01000-027-D5:0 CRC0106LMX0B05022TUMD01000-027-G5:0 CRC0106LMX0B02004TUMD01000-010-A4:0 CRC0106LMX0B07001TUMD01000-029-B5:0 CRC0106LMX0B05027TUMD01000-027-B6:0 CRC0021LMX0A02004TUMD01000-09-F9:0 CRC0106LMX0B04012TUMD01000-027-E5:0 CRC0106LMH0000000000D01000-01-C5:0 CRC0106LMX0B05042TUMD01000-027-H5:0 CRC0106LMX0B01201TUMD01000-021-B6:0 CRC0106LMX0B01001TUMD01000-06-F8:0 CRC0021LMX0A01001TUMD01000-07-G3:0 CRC0580LMH0000000000D01000-031-F8:0 CRC0106LMX0B04008TUMD01000-027-F5:0 CRC0489LMH0000000000D05000-031-B7:0 CRC0106LMX0B06001TUMD01000-029-A5:0 }	{CRC0106LMX0B05009TUMD01000-027-A6:0 CRC0106LMX0B03004TUMD01000-016-C2:0 CRC0106LMX0B04001TUMD01000-027-D5:0 CRC0106LMX0B05022TUMD01000-027-G5:0 CRC0106LMX0B02004TUMD01000-010-A4:0 CRC0106LMX0B07001TUMD01000-029-B5:0 CRC0106LMX0B05027TUMD01000-027-B6:0 CRC0106LMX0B04012TUMD01000-027-E5:0 CRC0106NLH0000000000D01000-03-C5:0 CRC0106LMH0000000000D01000-01-C5:0 CRC0106LMX0B01001TUMD01000-06-F8:0 CRC0106NLH0000000000D01000-021-B5:0 CRC0106LMX0B01201TUMD01000-021-B6:0 CRC0106LMX0B05042TUMD01000-027-H5:0 CRC0106LMX0B04008TUMD01000-027-F5:0 CRC0106LMX0B06001TUMD01000-029-A5:0 }	
2489-CRC0118NLH0000000000D01000-021-B7	{CRC0118NLH0000000000D01000-021-B7:0 CRC0118NLH0000000000D01000-03-E10:0 }	{CRC0118LMX0A04010TUMD01000-027-D4:0 CRC0067LMX0B04029TUMD01000-026-C3:0 CRC0118LMX0A04036TUMD01000-029-G4:0 CRC0118LMX0A03013TUMD01000-025-D7:0 CRC0118LMH0000000000D01000-01-E10:0 CRC0118LMX0A04001TUMD01000-027-B4:0 CRC0118LMX0A04021TUMD01000-027-E4:0 CRC0118LMX0A03002TUMD01000-016-E2:0 CRC0118LMX0A01001TUMD01000-06-D2:0 CRC0118LMX0A04016TUMD01000-027-C4:0 CRC0118LMX0A03003TUMD01000-016-B4:0 CRC0118LMX0A01201TUMD01000-021-B8:0 CRC0118LMX0A04025TUMD01000-027-F4:0 CRC0118LMX0A03020TUMD01000-025-C7:0 CRC0118LMX0A02004TUMD01000-010-E8:0 }	{CRC0118LMX0A04025TUMD01000-027-F4:0 CRC0118NLH0000000000D01000-021-B7:0 CRC0118LMX0A04010TUMD01000-027-D4:0 CRC0118LMX0A04036TUMD01000-029-G4:0 CRC0118LMX0A03013TUMD01000-025-D7:0 CRC0118LMX0A04001TUMD01000-027-B4:0 CRC0118NLH0000000000D01000-03-E10:0 CRC0118LMH0000000000D01000-01-E10:0 CRC0118LMX0A01001TUMD01000-06-D2:0 CRC0118LMX0A04016TUMD01000-027-C4:0 CRC0118LMX0A04021TUMD01000-027-E4:0 CRC0118LMX0A03003TUMD01000-016-B4:0 CRC0118LMX0A01201TUMD01000-021-B8:0 CRC0118LMX0A03002TUMD01000-016-E2:0 CRC0118LMX0A03020TUMD01000-025-C7:0 CRC0118LMX0A02004TUMD01000-010-E8:0 }	
2490-CRC0118LMX0A01201TUMD01000-021-B8	{CRC0118NLH0000000000D01000-021-B7:0 CRC0118NLH0000000000D01000-03-E10:0 }	{CRC0118LMX0A04010TUMD01000-027-D4:0 CRC0067LMX0B04029TUMD01000-026-C3:0 CRC0118LMX0A04036TUMD01000-029-G4:0 CRC0118LMX0A03013TUMD01000-025-D7:0 CRC0118LMH0000000000D01000-01-E10:0 CRC0118LMX0A04001TUMD01000-027-B4:0 CRC0118LMX0A04021TUMD01000-027-E4:0 CRC0118LMX0A03002TUMD01000-016-E2:0 CRC0118LMX0A01001TUMD01000-06-D2:0 CRC0118LMX0A04016TUMD01000-027-C4:0 CRC0118LMX0A03003TUMD01000-016-B4:0 CRC0118LMX0A01201TUMD01000-021-B8:0 CRC0118LMX0A04025TUMD01000-027-F4:0 CRC0118LMX0A03020TUMD01000-025-C7:0 CRC0118LMX0A02004TUMD01000-010-E8:0 }	{CRC0118LMX0A04025TUMD01000-027-F4:0 CRC0118NLH0000000000D01000-021-B7:0 CRC0118LMX0A04010TUMD01000-027-D4:0 CRC0118LMX0A04036TUMD01000-029-G4:0 CRC0118LMX0A03013TUMD01000-025-D7:0 CRC0118LMX0A04001TUMD01000-027-B4:0 CRC0118NLH0000000000D01000-03-E10:0 CRC0118LMH0000000000D01000-01-E10:0 CRC0118LMX0A01001TUMD01000-06-D2:0 CRC0118LMX0A04016TUMD01000-027-C4:0 CRC0118LMX0A04021TUMD01000-027-E4:0 CRC0118LMX0A03003TUMD01000-016-B4:0 CRC0118LMX0A01201TUMD01000-021-B8:0 CRC0118LMX0A03002TUMD01000-016-E2:0 CRC0118LMX0A03020TUMD01000-025-C7:0 CRC0118LMX0A02004TUMD01000-010-E8:0 }	
2491-CRC0136NLH0000000000D01000-021-B9	{CRC0136NLH0000000000D01000-021-B9:0 CRC0136NLH0000000000D01000-05-B8:0 }	{CRC0136LMX0B01001TUMD01000-06-E9:0 CRC0136LMX0B02002TUMD01000-010-B9:0 CRC0136LMX0B01201TUMD01000-021-B10:0 }	{CRC0136LMX0B01001TUMD01000-06-E9:0 CRC0136LMX0B02002TUMD01000-010-B9:0 CRC0136NLH0000000000D01000-021-B9:0 CRC0136LMX0B01201TUMD01000-021-B10:0 CRC0136NLH0000000000D01000-05-B8:0 }	
2492-CRC0136LMX0B01201TUMD01000-021-B10	{CRC0136NLH0000000000D01000-021-B9:0 CRC0136NLH0000000000D01000-05-B8:0 }	{CRC0136LMX0B01001TUMD01000-06-E9:0 CRC0136LMX0B02002TUMD01000-010-B9:0 CRC0136LMX0B01201TUMD01000-021-B10:0 }	{CRC0136LMX0B01001TUMD01000-06-E9:0 CRC0136LMX0B02002TUMD01000-010-B9:0 CRC0136NLH0000000000D01000-021-B9:0 CRC0136LMX0B01201TUMD01000-021-B10:0 CRC0136NLH0000000000D01000-05-B8:0 }	
2493-CRC0150NLH0000000000D01000-021-B11	{CRC0150NLH0000000000D01000-021-B11:0 CRC0150NLH0000000000D01000-04-H1:0 }	{CRC0150LMH0000000000D01000-02-H1:0 }	{CRC0150LMH0000000000D01000-02-H1:0 CRC0150NLH0000000000D01000-021-B11:0 CRC0150NLH0000000000D01000-04-H1:0 }	
2494-CRC0150LMX0A01201TUMD01000-021-B12	{CRC0150NLH0000000000D01000-021-B11:1 CRC0150NLH0000000000D01000-04-H1:1 }	{CRC0150LMX0A01001TUMD01000-07-G10:0 CRC0150LMX0B02004TUMD01000-011-C1:0 CRC0150LMX0A01201TUMD01000-021-B12:0 CRC0150LMX0A02004TUMD01000-011-B1:0 }	{CRC0150LMX0A01001TUMD01000-07-G10:0 CRC0150LMX0B02004TUMD01000-011-C1:0 CRC0150LMX0A01201TUMD01000-021-B12:0 CRC0150LMX0A02004TUMD01000-011-B1:0 }	
2495-CRC0157NLH0000000000D01000-021-C1	{CRC0157NLH0000000000D01000-021-C1:0 }	{CRC0156LMH0000000000D01000-02-F2:0 CRC0156LMX0A02004TUMD01000-011-A2:0 CRC0156LMX0A03002TUMD01000-017-D7:0 CRC0156LMX0A03006TUMD01000-017-F7:0 CRC0156LMX0A01001TUMD01000-06-B3:0 }	{CRC0157NLH0000000000D01000-021-C1:0 }	
2496-CRC0157LMX0A01201TUMD05000-021-C2	{CRC0156NLH0000000000D01000-04-F2:0 }	{CRC0157LMX0A01201TUMD05000-021-C2:0 CRC0157LMX0A01201TUMD01000-022-C10:0 CRC0068LMX0A03203TUMD01000-030-H6:0 CRC0157LMX0A02004TUMD01000-011-B2:0 CRC0157LMX0A03007TUMD01000-013-F11:0 CRC0157LMX0A03009TUMD01000-013-F12:0 }	{CRC0157LMX0A01201TUMD05000-021-C2:0 CRC0157LMX0A01201TUMD01000-022-C10:0 CRC0157LMX0A03007TUMD01000-013-F11:0 CRC0157LMX0A03009TUMD01000-013-F12:0 CRC0157LMX0A02004TUMD01000-011-B2:0 }	
2497-CRC0173NLH0000000000D01000-021-C3	{CRC0173NLH0000000000D01000-021-C3:0 CRC0173NLH0000000000D01000-04-A4:0 }	{CRC0174LMX0B02004TUMD01000-011-C4:0 CRC0173LMH0000000000D01000-02-G2:0 CRC0174LMH0000000000D01000-02-B4:0 CRC0214LMX0A01201TUMD03000-031-G7:0 CRC0174LMX0A01001TUMD01000-06-F3:0 }	{CRC0173LMH0000000000D01000-02-G2:0 CRC0173NLH0000000000D01000-04-A4:0 CRC0173NLH0000000000D01000-021-C3:0 }	
2498-CRC0173LMX0B01201TUMD01000-021-C4	{CRC0139NLH0000000000D01000-03-E11:4 }	{CRC0173LMX0B01001TUMD01000-06-C10:0 CRC0173LMX0B01201TUMD01000-021-C4:0 CRC0173LMX0B02201TUMD01000-035-B1:0 }	{CRC0173LMX0B01201TUMD01000-021-C4:0 CRC0173LMX0B01001TUMD01000-06-C10:0 CRC0173LMX0B02201TUMD01000-035-B1:0 }	
2499-CRC0177NLH0000000000D01000-021-C5	{CRC0177NLH0000000000D01000-021-C5:0 CRC0177NLH0000000000D01000-04-E4:0 }	{CRC0177LMH0000000000D01000-02-E4:0 }	{CRC0177LMH0000000000D01000-02-E4:0 CRC0177NLH0000000000D01000-021-C5:0 CRC0177NLH0000000000D01000-04-E4:0 }	
